,D,I1,I2,I3,q1,q2,q3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5
275,317,-14.966671,-24.00915,20,0.004334,0.00013,0.000113,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,/home/martin/data/v2/filtered/317_r_img_blc.ppm,/home/martin/data/v2/filtered/317_l_img_blc.ppm
276,318,-19.144674,22.589009,20,0.004334,0.00013,0.000113,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,/home/martin/data/v2/filtered/318_r_img_blc.ppm,/home/martin/data/v2/filtered/318_l_img_blc.ppm
277,319,-19.926546,-0.034703,20,0.004334,0.00013,0.000113,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,/home/martin/data/v2/filtered/319_r_img_blc.ppm,/home/martin/data/v2/filtered/319_l_img_blc.ppm
278,320,1.307062,15.427052,20,0.004334,0.00013,0.000113,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,/home/martin/data/v2/filtered/320_r_img_blc.ppm,/home/martin/data/v2/filtered/320_l_img_blc.ppm
279,321,2.598881,-14.260979,20,0.004334,0.00013,0.000113,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,/home/martin/data/v2/filtered/321_r_img_blc.ppm,/home/martin/data/v2/filtered/321_l_img_blc.ppm
280,322,-15.505631,25.465884,20,0.004334,0.00013,0.000113,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,/home/martin/data/v2/filtered/322_r_img_blc.ppm,/home/martin/data/v2/filtered/322_l_img_blc.ppm
281,323,-10.814526,-0.865365,20,0.004334,0.00013,0.000113,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,/home/martin/data/v2/filtered/323_r_img_blc.ppm,/home/martin/data/v2/filtered/323_l_img_blc.ppm
282,324,8.061816,25.206009,20,0.004334,0.00013,0.000113,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,/home/martin/data/v2/filtered/324_r_img_blc.ppm,/home/martin/data/v2/filtered/324_l_img_blc.ppm
283,325,-0.848336,-10.49969,20,0.004334,0.00013,0.000113,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,/home/martin/data/v2/filtered/325_r_img_blc.ppm,/home/martin/data/v2/filtered/325_l_img_blc.ppm
284,326,-19.956375,15.476303,20,0.004334,0.00013,0.000113,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,/home/martin/data/v2/filtered/326_r_img_blc.ppm,/home/martin/data/v2/filtered/326_l_img_blc.ppm
285,327,-11.541648,-28.525928,20,0.004334,0.00013,0.000113,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,/home/martin/data/v2/filtered/327_r_img_blc.ppm,/home/martin/data/v2/filtered/327_l_img_blc.ppm
286,328,-7.33085,20.076185,20,0.004334,0.00013,0.000113,-74.088444,24.840521,36.931786,84.400226,-1.171986,0,-7.920451,-0.245314,0.036009,0.304396,0.000013,0.000178,0.000145,/home/martin/data/v2/filtered/328_r_img_blc.ppm,/home/martin/data/v2/filtered/328_l_img_blc.ppm
287,329,-2.128451,6.683714,20,0.004334,0.00013,0.000113,-74.088444,24.840521,36.931786,84.400226,-1.171986,0,-7.920451,-0.245314,0.036009,0.304396,0.000013,0.000178,0.000145,/home/martin/data/v2/filtered/329_r_img_blc.ppm,/home/martin/data/v2/filtered/329_l_img_blc.ppm
288,330,-15.446538,16.612059,20,0.004334,0.00013,0.000113,-74.088444,24.840521,36.931786,84.400226,-1.171986,0,-7.920451,-0.245314,0.036009,0.304396,0.000013,0.000178,0.000145,/home/martin/data/v2/filtered/330_r_img_blc.ppm,/home/martin/data/v2/filtered/330_l_img_blc.ppm
289,332,-8.718763,25.228604,20,0.004334,0.00013,0.000113,-76.96623,24.593668,42.708146,82.199917,0.243874,0,-5.407374,-0.249128,0.021562,0.301183,0,0.000003,0.000002,/home/martin/data/v2/filtered/332_r_img_blc.ppm,/home/martin/data/v2/filtered/332_l_img_blc.ppm
290,334,-17.615412,27.362002,20,0.004334,0.00013,0.000113,-76.96623,24.593668,42.708146,82.199917,0.243874,0,-5.407374,-0.249128,0.021562,0.301183,0,0.000003,0.000002,/home/martin/data/v2/filtered/334_r_img_blc.ppm,/home/martin/data/v2/filtered/334_l_img_blc.ppm
291,335,-14.015269,-5.976635,20,0.004334,0.00013,0.000113,-76.96623,24.593668,42.708146,82.199917,0.243874,0,-5.407374,-0.249128,0.021562,0.301183,0,0.000003,0.000002,/home/martin/data/v2/filtered/335_r_img_blc.ppm,/home/martin/data/v2/filtered/335_l_img_blc.ppm
292,336,9.170002,6.84855,21,0.004334,-0.00013,-0.000113,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,/home/martin/data/v2/filtered/336_r_img_blc.ppm,/home/martin/data/v2/filtered/336_l_img_blc.ppm
293,337,5.155726,-19.95161,21,0.004334,-0.00013,-0.000113,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,/home/martin/data/v2/filtered/337_r_img_blc.ppm,/home/martin/data/v2/filtered/337_l_img_blc.ppm
294,338,-17.15979,14.342481,21,0.004334,-0.00013,-0.000113,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,/home/martin/data/v2/filtered/338_r_img_blc.ppm,/home/martin/data/v2/filtered/338_l_img_blc.ppm
295,339,-11.408623,-18.067014,21,0.004334,-0.00013,-0.000113,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,/home/martin/data/v2/filtered/339_r_img_blc.ppm,/home/martin/data/v2/filtered/339_l_img_blc.ppm
296,340,5.749172,25.625119,21,0.004334,-0.00013,-0.000113,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/340_r_img_blc.ppm,/home/martin/data/v2/filtered/340_l_img_blc.ppm
297,341,2.821767,17.493558,21,0.004334,-0.00013,-0.000113,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/341_r_img_blc.ppm,/home/martin/data/v2/filtered/341_l_img_blc.ppm
298,342,-12.451892,25.911512,21,0.004334,-0.00013,-0.000113,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/342_r_img_blc.ppm,/home/martin/data/v2/filtered/342_l_img_blc.ppm
299,343,-7.901529,4.787937,21,0.004334,-0.00013,-0.000113,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/343_r_img_blc.ppm,/home/martin/data/v2/filtered/343_l_img_blc.ppm
300,344,5.418592,25.572493,21,0.004334,-0.00013,-0.000113,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,/home/martin/data/v2/filtered/344_r_img_blc.ppm,/home/martin/data/v2/filtered/344_l_img_blc.ppm
301,345,8.961287,-4.486764,21,0.004334,-0.00013,-0.000113,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,/home/martin/data/v2/filtered/345_r_img_blc.ppm,/home/martin/data/v2/filtered/345_l_img_blc.ppm
302,346,-3.446653,11.556848,21,0.004334,-0.00013,-0.000113,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,/home/martin/data/v2/filtered/346_r_img_blc.ppm,/home/martin/data/v2/filtered/346_l_img_blc.ppm
303,347,-10.909131,-20.173393,21,0.004334,-0.00013,-0.000113,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,/home/martin/data/v2/filtered/347_r_img_blc.ppm,/home/martin/data/v2/filtered/347_l_img_blc.ppm
304,348,-4.156,21.529471,21,0.004334,0.00013,0.000113,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,/home/martin/data/v2/filtered/348_r_img_blc.ppm,/home/martin/data/v2/filtered/348_l_img_blc.ppm
305,349,4.84295,2.269493,21,0.004334,0.00013,0.000113,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,/home/martin/data/v2/filtered/349_r_img_blc.ppm,/home/martin/data/v2/filtered/349_l_img_blc.ppm
306,350,-19.685933,11.607345,21,0.004334,0.00013,0.000113,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,/home/martin/data/v2/filtered/350_r_img_blc.ppm,/home/martin/data/v2/filtered/350_l_img_blc.ppm
307,351,-19.305657,-6.353887,21,0.004334,0.00013,0.000113,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,/home/martin/data/v2/filtered/351_r_img_blc.ppm,/home/martin/data/v2/filtered/351_l_img_blc.ppm
308,352,5.922071,12.165811,21,0.004334,-0.00013,-0.000113,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,/home/martin/data/v2/filtered/352_r_img_blc.ppm,/home/martin/data/v2/filtered/352_l_img_blc.ppm
309,353,6.30262,-21.751356,21,0.004334,-0.00013,-0.000113,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,/home/martin/data/v2/filtered/353_r_img_blc.ppm,/home/martin/data/v2/filtered/353_l_img_blc.ppm
310,354,-12.678881,-10.979725,21,0.004334,-0.00013,-0.000113,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,/home/martin/data/v2/filtered/354_r_img_blc.ppm,/home/martin/data/v2/filtered/354_l_img_blc.ppm
311,355,-16.948089,-28.555367,21,0.004334,-0.00013,-0.000113,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,/home/martin/data/v2/filtered/355_r_img_blc.ppm,/home/martin/data/v2/filtered/355_l_img_blc.ppm
312,356,-3.721103,-21.555416,21,0.004334,0.00013,0.000113,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,/home/martin/data/v2/filtered/356_r_img_blc.ppm,/home/martin/data/v2/filtered/356_l_img_blc.ppm
313,357,2.276125,-26.463302,21,0.004334,0.00013,0.000113,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,/home/martin/data/v2/filtered/357_r_img_blc.ppm,/home/martin/data/v2/filtered/357_l_img_blc.ppm
314,358,-17.810295,-23.586704,21,0.004334,0.00013,0.000113,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,/home/martin/data/v2/filtered/358_r_img_blc.ppm,/home/martin/data/v2/filtered/358_l_img_blc.ppm
315,359,-16.188376,-27.145489,21,0.004334,0.00013,0.000113,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,/home/martin/data/v2/filtered/359_r_img_blc.ppm,/home/martin/data/v2/filtered/359_l_img_blc.ppm
316,361,-6.577895,-16.96434,21,0.004334,-0.00013,-0.000113,-95,23.368821,71.369569,77.603399,0.3517,-4.623871,1.368693,-0.236312,-0.033453,0.303908,0,0.000002,0,/home/martin/data/v2/filtered/361_r_img_blc.ppm,/home/martin/data/v2/filtered/361_l_img_blc.ppm
317,362,-19.749232,-8.929924,21,0.004334,-0.00013,-0.000113,-95,23.368821,71.369569,77.603399,0.3517,-4.623871,1.368693,-0.236312,-0.033453,0.303908,0,0.000002,0,/home/martin/data/v2/filtered/362_r_img_blc.ppm,/home/martin/data/v2/filtered/362_l_img_blc.ppm
318,363,-17.497712,-13.282548,21,0.004334,-0.00013,-0.000113,-95,23.368821,71.369569,77.603399,0.3517,-4.623871,1.368693,-0.236312,-0.033453,0.303908,0,0.000002,0,/home/martin/data/v2/filtered/363_r_img_blc.ppm,/home/martin/data/v2/filtered/363_l_img_blc.ppm
319,364,1.643899,3.97955,21,0.004334,-0.00013,-0.000113,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,/home/martin/data/v2/filtered/364_r_img_blc.ppm,/home/martin/data/v2/filtered/364_l_img_blc.ppm
320,365,5.000642,-5.980971,21,0.004334,-0.00013,-0.000113,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,/home/martin/data/v2/filtered/365_r_img_blc.ppm,/home/martin/data/v2/filtered/365_l_img_blc.ppm
321,366,-18.091141,28.973035,21,0.004334,-0.00013,-0.000113,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,/home/martin/data/v2/filtered/366_r_img_blc.ppm,/home/martin/data/v2/filtered/366_l_img_blc.ppm
322,367,-16.90158,-16.199317,21,0.004334,-0.00013,-0.000113,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,/home/martin/data/v2/filtered/367_r_img_blc.ppm,/home/martin/data/v2/filtered/367_l_img_blc.ppm
323,368,9.86538,26.399721,21,0.004334,0.00013,0.000113,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,/home/martin/data/v2/filtered/368_r_img_blc.ppm,/home/martin/data/v2/filtered/368_l_img_blc.ppm
324,369,9.563318,-4.791319,21,0.004334,0.00013,0.000113,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,/home/martin/data/v2/filtered/369_r_img_blc.ppm,/home/martin/data/v2/filtered/369_l_img_blc.ppm
325,370,-1.570146,22.740255,21,0.004334,0.00013,0.000113,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,/home/martin/data/v2/filtered/370_r_img_blc.ppm,/home/martin/data/v2/filtered/370_l_img_blc.ppm
326,371,-7.89438,-4.672844,21,0.004334,0.00013,0.000113,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,/home/martin/data/v2/filtered/371_r_img_blc.ppm,/home/martin/data/v2/filtered/371_l_img_blc.ppm
327,372,7.356408,20.895731,21,0.004334,0.00013,0.000113,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,/home/martin/data/v2/filtered/372_r_img_blc.ppm,/home/martin/data/v2/filtered/372_l_img_blc.ppm
328,373,9.063073,-11.413366,21,0.004334,0.00013,0.000113,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,/home/martin/data/v2/filtered/373_r_img_blc.ppm,/home/martin/data/v2/filtered/373_l_img_blc.ppm
329,374,-15.374389,23.121302,21,0.004334,0.00013,0.000113,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,/home/martin/data/v2/filtered/374_r_img_blc.ppm,/home/martin/data/v2/filtered/374_l_img_blc.ppm
330,375,-5.878481,-13.976341,21,0.004334,0.00013,0.000113,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,/home/martin/data/v2/filtered/375_r_img_blc.ppm,/home/martin/data/v2/filtered/375_l_img_blc.ppm
331,376,6.645493,5.642878,21,0.004334,0.00013,0.000113,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/376_r_img_blc.ppm,/home/martin/data/v2/filtered/376_l_img_blc.ppm
332,377,7.521535,-2.141816,21,0.004334,0.00013,0.000113,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/377_r_img_blc.ppm,/home/martin/data/v2/filtered/377_l_img_blc.ppm
333,378,-16.155541,13.98702,21,0.004334,0.00013,0.000113,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/378_r_img_blc.ppm,/home/martin/data/v2/filtered/378_l_img_blc.ppm
334,379,-14.741895,-10.017847,21,0.004334,0.00013,0.000113,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/379_r_img_blc.ppm,/home/martin/data/v2/filtered/379_l_img_blc.ppm
335,380,9.682034,6.012059,22,0.004334,0.00013,0.000113,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,/home/martin/data/v2/filtered/380_r_img_blc.ppm,/home/martin/data/v2/filtered/380_l_img_blc.ppm
336,381,-3.114947,-10.917603,22,0.004334,0.00013,0.000113,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,/home/martin/data/v2/filtered/381_r_img_blc.ppm,/home/martin/data/v2/filtered/381_l_img_blc.ppm
337,382,-9.356856,24.077147,22,0.004334,0.00013,0.000113,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,/home/martin/data/v2/filtered/382_r_img_blc.ppm,/home/martin/data/v2/filtered/382_l_img_blc.ppm
338,383,-8.151889,-15.753216,22,0.004334,0.00013,0.000113,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,/home/martin/data/v2/filtered/383_r_img_blc.ppm,/home/martin/data/v2/filtered/383_l_img_blc.ppm
339,384,-6.254241,29.119681,22,0.004334,-0.00013,-0.000113,-64.733933,25.509818,21.270234,102.517377,-2.793559,0,-14.292263,-0.198138,0.07282,0.312025,0.000006,0.000004,0.000003,/home/martin/data/v2/filtered/384_r_img_blc.ppm,/home/martin/data/v2/filtered/384_l_img_blc.ppm
340,385,-10.304005,24.532813,22,0.004334,-0.00013,-0.000113,-64.733933,25.509818,21.270234,102.517377,-2.793559,0,-14.292263,-0.198138,0.07282,0.312025,0.000006,0.000004,0.000003,/home/martin/data/v2/filtered/385_r_img_blc.ppm,/home/martin/data/v2/filtered/385_l_img_blc.ppm
341,386,-19.099256,28.98293,22,0.004334,-0.00013,-0.000113,-64.733933,25.509818,21.270234,102.517377,-2.793559,0,-14.292263,-0.198138,0.07282,0.312025,0.000006,0.000004,0.000003,/home/martin/data/v2/filtered/386_r_img_blc.ppm,/home/martin/data/v2/filtered/386_l_img_blc.ppm
342,388,6.093788,20.033827,22,0.004334,-0.00013,-0.000113,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,/home/martin/data/v2/filtered/388_r_img_blc.ppm,/home/martin/data/v2/filtered/388_l_img_blc.ppm
343,389,6.278712,-18.890247,22,0.004334,-0.00013,-0.000113,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,/home/martin/data/v2/filtered/389_r_img_blc.ppm,/home/martin/data/v2/filtered/389_l_img_blc.ppm
344,390,-6.329512,18.719102,22,0.004334,-0.00013,-0.000113,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,/home/martin/data/v2/filtered/390_r_img_blc.ppm,/home/martin/data/v2/filtered/390_l_img_blc.ppm
345,391,-10.35416,-28.589566,22,0.004334,-0.00013,-0.000113,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,/home/martin/data/v2/filtered/391_r_img_blc.ppm,/home/martin/data/v2/filtered/391_l_img_blc.ppm
346,392,-5.954629,-8.507007,22,0.004334,0.00013,0.000113,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,/home/martin/data/v2/filtered/392_r_img_blc.ppm,/home/martin/data/v2/filtered/392_l_img_blc.ppm
347,393,9.800567,-29.949339,22,0.004334,0.00013,0.000113,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,/home/martin/data/v2/filtered/393_r_img_blc.ppm,/home/martin/data/v2/filtered/393_l_img_blc.ppm
348,394,-11.697562,10.244655,22,0.004334,0.00013,0.000113,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,/home/martin/data/v2/filtered/394_r_img_blc.ppm,/home/martin/data/v2/filtered/394_l_img_blc.ppm
349,395,-14.28754,-10.856195,22,0.004334,0.00013,0.000113,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,/home/martin/data/v2/filtered/395_r_img_blc.ppm,/home/martin/data/v2/filtered/395_l_img_blc.ppm
350,396,8.936598,25.791483,22,0.004334,0.00013,0.000113,-95,24.024623,56.02382,77.013743,19.037524,-13.806797,6.579168,-0.235995,0.012845,0.357891,0.001965,0.002895,0.004273,/home/martin/data/v2/filtered/396_r_img_blc.ppm,/home/martin/data/v2/filtered/396_l_img_blc.ppm
351,397,9.178861,-21.817343,22,0.004334,0.00013,0.000113,-95,24.024623,56.02382,77.013743,19.037524,-13.806797,6.579168,-0.235995,0.012845,0.357891,0.001965,0.002895,0.004273,/home/martin/data/v2/filtered/397_r_img_blc.ppm,/home/martin/data/v2/filtered/397_l_img_blc.ppm
